ID,SEX,EDUCATION,MARRIAGE,AGE
6353,1,1,2,33
6354,2,1,1,46
6355,2,1,2,53
6356,2,2,1,34
6357,2,2,1,26
6358,2,1,1,40
6359,1,1,1,48
6360,1,1,2,27
6361,2,2,2,32
6362,2,2,1,28
6363,1,3,2,32
6364,2,1,2,27
6365,2,3,1,59
6366,1,3,1,27
6367,2,2,2,27
6368,2,2,1,37
6369,2,1,2,26
6370,2,2,1,34
6371,1,2,2,31
6372,2,2,2,22
6373,1,2,2,33
6374,1,1,1,52
6375,1,1,2,45
6376,2,2,1,29
6377,2,1,2,41
6378,2,3,2,26
6379,1,1,2,34
6380,2,2,1,27
6381,1,2,1,32
6382,2,2,1,42
6383,2,2,1,30
6384,1,2,2,29
6385,2,2,2,22
6386,2,1,2,36
6387,1,2,2,29
6388,2,1,2,28
6389,2,1,2,31
6390,1,3,0,40
6391,2,2,2,33
6392,2,2,1,47
6393,1,1,2,30
6394,2,2,2,34
6395,1,1,2,37
6396,1,1,2,26
6397,2,3,1,24
6398,1,2,2,26
6399,1,1,2,24
6400,1,3,1,33
6401,1,2,2,23
6402,1,2,1,29
6403,2,2,2,33
6404,2,3,2,27
6405,2,2,2,24
6406,1,1,2,38
6407,2,1,2,38
6408,2,3,1,35
6409,2,2,2,33
6410,1,2,2,48
6411,2,1,1,43
6412,1,3,1,41
6413,1,2,2,45
6414,1,1,2,33
6415,2,1,1,33
6416,1,2,1,47
6417,2,2,1,39
6418,1,2,2,25
6419,1,1,1,38
6420,2,2,2,27
6421,1,2,2,33
6422,2,2,2,28
6423,1,1,2,34
6424,1,1,2,28
6425,1,3,1,38
6426,1,2,1,39
6427,2,1,2,24
6428,2,2,2,23
6429,2,2,2,25
6430,1,2,2,21
6431,1,2,2,35
6432,1,1,1,37
6433,2,3,1,53
6434,2,1,1,38
6435,2,1,2,39
6436,1,2,1,36
6437,1,2,2,26
6438,2,2,1,35
6439,2,2,3,54
6440,2,1,2,33
6441,2,2,2,30
6442,2,2,2,24
6443,2,1,1,27
6444,2,2,2,32
6445,2,2,2,48
6446,2,1,1,45
6447,2,5,1,46
6448,2,1,1,47
6449,2,2,2,22
6450,2,3,2,22
6451,2,2,1,23
6452,2,1,2,23
6453,1,1,1,46
6454,2,2,1,23
6455,2,2,1,25
6456,2,1,2,28
6457,2,1,2,32
6458,2,4,1,36
6459,2,2,2,28
6460,1,3,2,47
6461,2,3,1,54
6462,1,2,1,45
6463,2,1,2,52
6464,2,2,2,34
6465,1,2,2,29
6466,2,1,2,34
6467,2,2,1,49
6468,1,1,2,27
6469,2,5,1,27
6470,1,1,2,34
6471,2,3,1,34
6472,2,2,2,48
6473,1,2,1,43
6474,2,2,2,23
6475,2,1,2,29
6476,1,2,1,49
6477,1,1,2,29
6478,2,1,2,32
6479,1,3,2,29
6480,1,2,1,40
6481,2,2,1,24
6482,1,1,1,23
6483,1,2,2,26
6484,2,2,1,46
6485,2,4,2,25
6486,1,3,2,25
6487,2,3,1,45
6488,2,2,1,26
6489,2,1,2,39
6490,2,2,2,31
6491,1,3,1,34
6492,1,2,1,38
6493,2,2,1,40
6494,1,2,2,34
6495,2,2,2,35
6496,2,5,1,28
6497,1,3,1,46
6498,2,2,1,40
6499,2,2,2,32
6500,2,2,2,26
6501,1,3,1,47
6502,2,5,1,54
6503,2,3,2,29
6504,1,2,1,36
6505,1,2,2,32
6506,2,2,1,42
6507,1,2,2,52
6508,2,2,2,24
6509,2,2,2,36
6510,1,2,2,25
6511,1,1,2,38
6512,2,2,1,61
6513,1,3,2,34
6514,2,1,1,41
6515,2,2,1,48
6516,1,2,1,41
6517,2,2,3,38
6518,1,2,2,27
6519,1,3,2,22
6520,1,1,2,37
6521,2,1,2,37
6522,2,3,2,24
6523,2,1,2,26
6524,1,2,1,36
6525,1,2,1,33
6526,2,2,1,30
6527,2,1,2,24
6528,2,2,1,49
6529,2,5,2,23
6530,2,2,2,23
6531,1,3,1,61
6532,1,2,2,28
6533,2,2,1,36
6534,1,2,2,27
6535,1,1,1,35
6536,2,2,1,26
6537,2,2,1,29
6538,2,1,1,40
6539,2,2,2,28
6540,2,1,2,28
6541,1,1,2,31
6542,2,3,1,52
6543,2,3,1,52
6544,2,1,1,43
6545,1,3,1,32
6546,2,2,1,60
6547,1,2,2,26
6548,2,2,1,36
6549,2,1,2,46
6550,1,1,2,23
6551,1,2,2,24
6552,2,2,2,27
6553,2,3,2,30
6554,1,3,1,43
6555,1,1,2,28
6556,1,1,2,38
6557,1,2,2,22
6558,1,3,1,50
6559,2,3,2,30
6560,2,2,1,32
6561,2,2,3,43
6562,1,1,1,63
6563,2,2,2,29
6564,1,1,1,39
6565,1,2,2,31
6566,1,2,2,28
6567,2,2,1,32
6568,2,1,2,25
6569,2,2,2,48
6570,1,2,2,48
6571,2,2,1,56
6572,2,2,1,22
6573,2,1,2,26
6574,2,2,1,33
6575,1,1,1,38
6576,2,2,2,23
6577,1,3,1,31
6578,2,1,1,41
6579,2,1,1,41
6580,2,2,2,25
6581,1,1,2,25
6582,1,3,1,40
6583,1,2,2,29
6584,2,2,2,27
6585,2,1,2,36
6586,1,2,2,26
6587,1,3,1,42
6588,2,6,3,38
6589,1,1,1,47
6590,2,1,1,34
6591,2,2,1,42
6592,2,2,1,41
6593,1,1,1,45
6594,1,2,2,56
6595,2,1,2,24
6596,2,2,2,23
6597,2,2,2,50
6598,2,1,2,27
6599,1,1,2,33
6600,1,2,2,30
6601,1,2,2,24
6602,1,3,1,50
6603,2,2,2,38
6604,2,2,1,40
6605,2,3,3,27
6606,1,1,1,43
6607,2,1,2,36
6608,2,2,2,27
6609,2,2,2,22
6610,1,1,1,47
6611,2,3,2,27
6612,2,1,2,25
6613,1,1,2,33
6614,2,2,2,25
6615,2,2,2,31
6616,1,3,2,34
6617,2,3,2,52
6618,1,2,2,26
6619,1,2,2,37
6620,2,2,2,48
6621,2,1,1,38
6622,2,2,1,41
6623,2,3,1,45
6624,2,2,2,24
6625,2,1,2,30
6626,1,1,2,27
6627,2,2,2,40
6628,2,2,1,37
6629,1,2,1,31
6630,2,3,1,44
6631,2,2,2,35
6632,1,1,2,29
6633,1,2,2,28
6634,2,2,1,34
6635,2,2,2,37
6636,1,2,2,24
6637,2,3,1,41
6638,1,2,1,30
6639,2,3,2,27
6640,1,3,1,53
6641,1,1,2,30
6642,1,1,2,26
6643,1,1,2,29
6644,1,1,2,29
6645,2,2,2,56
6646,2,2,1,46
6647,1,2,1,29
6648,1,2,1,45
6649,1,1,1,33
6650,2,1,2,30
6651,2,2,1,36
6652,1,2,2,29
6653,2,3,1,50
6654,2,2,2,40
6655,2,1,2,26
6656,1,2,1,58
6657,2,3,2,30
6658,2,2,2,26
6659,1,2,1,39
6660,1,2,2,44
6661,2,2,1,36
6662,2,1,1,33
6663,1,1,1,39
6664,1,2,2,30
6665,2,1,2,33
6666,1,2,1,30
6667,2,1,1,57
6668,1,2,2,39
6669,1,3,1,51
6670,2,2,2,30
6671,1,1,2,26
6672,2,1,2,42
6673,2,1,2,31
6674,1,1,2,34
6675,1,1,2,34
6676,2,2,1,32
6677,1,1,2,30
6678,1,3,2,24
6679,2,2,1,42
6680,2,1,2,25
6681,1,2,1,39
6682,2,2,1,28
6683,1,2,1,36
6684,1,1,1,38
6685,1,2,1,37
6686,2,2,2,29
6687,1,1,2,29
6688,1,2,1,42
6689,1,2,1,40
6690,2,2,1,29
6691,2,3,2,47
6692,1,3,2,38
6693,1,2,2,26
6694,1,1,1,42
6695,1,2,2,24
6696,2,1,2,43
6697,1,2,1,31
6698,1,3,2,27
6699,1,3,1,29
6700,1,2,2,43
6701,2,2,2,25
6702,2,2,1,45
6703,2,2,2,30
6704,1,1,3,27
6705,1,2,2,25
6706,1,2,2,29
6707,2,2,2,35
6708,2,2,2,23
6709,2,2,2,24
6710,2,2,2,23
6711,1,3,2,25
6712,2,2,2,23
6713,1,2,2,50
6714,1,1,2,31
6715,1,1,1,45
6716,2,2,2,25
6717,2,1,2,39
6718,1,1,2,27
6719,2,2,2,29
6720,2,2,2,26
6721,2,1,2,26
6722,1,2,2,55
6723,1,1,1,47
6724,1,1,1,46
6725,2,3,1,31
6726,1,1,1,36
6727,1,2,2,34
6728,1,1,2,29
6729,1,3,2,25
6730,2,2,1,43
6731,2,1,2,39
6732,1,1,1,60
6733,1,2,1,34
6734,2,2,2,21
6735,2,2,1,31
6736,2,1,2,23
6737,2,1,1,33
6738,1,1,2,47
6739,1,1,1,32
6740,2,2,2,32
6741,2,1,1,32
6742,2,2,2,27
6743,2,5,2,29
6744,2,2,1,41
6745,1,2,2,23
6746,2,2,2,26
6747,1,1,2,34
6748,2,1,1,37
6749,1,3,1,48
6750,2,1,2,30
6751,2,3,1,46
6752,1,1,1,32
6753,2,3,1,50
6754,2,2,1,44
6755,2,1,2,24
6756,1,1,1,45
6757,1,2,1,28
6758,1,2,2,24
6759,2,2,1,51
6760,2,2,2,29
6761,2,2,2,26
6762,2,2,2,29
6763,2,1,1,45
6764,2,3,1,41
6765,2,1,1,29
6766,2,2,1,34
6767,2,1,1,36
6768,1,2,1,31
6769,2,1,2,57
6770,2,1,1,25
6771,1,2,1,28
6772,1,2,1,53
6773,2,3,2,46
6774,2,2,2,32
6775,1,2,1,42
6776,1,1,2,30
6777,1,1,1,46
6778,2,2,1,30
6779,1,1,2,27
6780,1,2,1,42
6781,1,3,1,43
6782,2,3,2,34
6783,1,1,1,32
6784,2,1,2,26
6785,2,1,2,24
6786,2,3,1,42
6787,2,2,1,30
6788,2,1,2,31
6789,2,1,2,25
6790,2,2,1,45
6791,1,2,1,35
6792,1,2,2,22
6793,1,2,1,40
6794,2,2,1,29
6795,1,1,2,34
6796,2,1,1,38
6797,1,3,1,47
6798,1,2,2,34
6799,2,1,2,32
6800,1,2,2,24
6801,1,3,1,50
6802,1,1,1,53
6803,2,1,2,30
6804,1,2,2,27
6805,1,1,2,33
6806,2,3,2,47
6807,1,2,2,25
6808,1,1,2,45
6809,2,2,2,30
6810,1,1,1,42
6811,1,1,2,30
6812,2,2,2,36
6813,2,1,1,37
6814,2,1,2,29
6815,1,2,2,31
6816,1,1,1,54
6817,2,1,2,27
6818,1,1,2,27
6819,1,1,1,46
6820,1,1,1,44
6821,2,2,1,32
6822,2,2,1,43
6823,2,2,1,27
6824,2,2,1,51
6825,2,1,2,23
6826,2,1,2,28
6827,2,1,1,37
6828,2,1,2,24
6829,1,2,2,26
6830,1,2,1,53
6831,2,2,2,26
6832,2,3,1,36
6833,1,1,2,26
6834,1,2,1,42
6835,2,1,2,24
6836,2,1,1,31
6837,1,2,2,36
6838,1,1,2,25
6839,2,2,2,42
6840,2,1,1,51
6841,1,3,1,52
6842,2,2,1,36
6843,1,2,2,25
6844,1,2,2,39
6845,2,1,2,29
6846,2,2,2,34
6847,2,1,2,26
6848,1,1,2,32
6849,2,1,2,38
6850,2,2,2,55
6851,1,1,2,33
6852,2,2,1,25
6853,1,2,2,42
6854,1,3,2,34
6855,1,1,1,35
6856,2,1,2,43
6857,2,1,2,29
6858,2,1,1,33
6859,2,3,1,48
6860,1,1,2,32
6861,1,2,1,42
6862,2,1,2,31
6863,2,2,1,36
6864,2,3,3,48
6865,1,1,2,30
6866,2,2,1,37
6867,2,2,1,39
6868,1,2,2,29
6869,2,6,2,25
6870,1,1,2,38
6871,1,1,2,56
6872,1,1,1,58
6873,1,2,2,30
6874,1,3,1,56
6875,1,1,2,22
6876,2,2,2,23
6877,1,0,2,30
6878,1,1,2,29
6879,1,2,1,52
6880,2,2,1,40
6881,2,3,2,42
6882,2,1,1,38
6883,2,5,2,45
6884,1,2,2,36
6885,1,2,1,38
6886,2,1,2,33
6887,2,3,3,55
6888,1,2,2,44
6889,1,2,2,23
6890,1,1,2,29
6891,1,1,2,31
6892,2,1,2,29
6893,2,5,1,36
6894,2,2,2,29
6895,2,1,1,43
6896,1,1,2,29
6897,1,2,2,35
6898,1,2,2,32
6899,2,3,2,39
6900,2,3,1,38
6901,2,2,2,31
6902,2,1,2,26
6903,2,2,2,29
6904,2,2,2,24
6905,2,4,1,30
6906,1,2,2,25
6907,1,2,1,62
6908,1,2,2,46
6909,2,1,1,31
6910,2,3,2,29
6911,1,1,1,38
6912,2,2,1,38
6913,1,1,1,63
6914,1,2,1,39
6915,1,2,2,27
6916,2,2,2,25
6917,1,1,2,22
6918,1,1,2,26
6919,2,2,2,40
6920,2,3,1,28
6921,2,1,2,32
6922,2,1,2,29
6923,2,1,2,35
6924,1,1,1,43
6925,2,2,3,49
6926,2,2,2,44
6927,2,2,2,24
6928,2,2,1,26
6929,2,1,2,31
6930,1,3,2,39
6931,2,1,2,35
6932,1,1,2,28
6933,1,1,2,37
6934,1,3,3,59
6935,2,1,2,28
6936,1,1,1,41
6937,1,1,2,28
6938,1,2,2,27
6939,1,1,1,51
6940,2,1,2,23
6941,2,1,2,33
6942,2,3,2,48
6943,1,2,2,27
6944,1,2,2,33
6945,2,2,1,50
6946,1,2,2,25
6947,2,2,1,37
6948,1,3,1,64
6949,2,1,2,35
6950,2,2,1,40
6951,2,3,2,27
6952,2,2,2,26
6953,2,2,2,31
6954,1,3,1,64
6955,2,1,2,33
6956,2,1,1,50
6957,2,1,2,28
6958,2,2,2,24
6959,2,1,2,27
6960,2,1,2,32
6961,1,2,3,34
6962,1,2,2,47
6963,1,1,2,38
6964,1,1,1,40
6965,2,1,1,41
6966,2,3,2,23
6967,2,3,1,32
6968,2,2,2,29
6969,1,2,2,25
6970,2,1,2,45
6971,1,2,1,49
6972,1,2,2,37
6973,1,1,1,38
6974,1,2,2,24
6975,1,2,1,31
6976,2,3,1,36
6977,1,2,2,27
6978,1,2,1,44
6979,1,1,2,30
6980,2,3,2,57
6981,2,2,1,35
6982,2,2,1,38
6983,2,1,2,24
6984,2,1,1,51
6985,1,3,2,43
6986,1,1,1,40
6987,2,1,2,27
6988,2,2,2,50
6989,1,3,1,51
6990,2,2,2,26
6991,1,3,2,59
6992,2,2,1,40
6993,2,1,2,36
6994,2,1,2,28
6995,2,3,2,28
6996,1,1,2,41
6997,1,2,2,25
6998,1,1,2,33
6999,1,1,1,41
7000,2,3,1,57
7001,2,3,2,22
7002,1,1,1,55
7003,2,3,1,39
7004,1,3,2,58
7005,2,1,2,29
7006,2,2,2,28
7007,2,1,1,33
7008,2,2,1,44
7009,2,3,1,41
7010,1,2,1,59
7011,1,3,1,43
7012,2,1,2,37
7013,1,3,2,29
7014,1,2,1,32
7015,2,2,2,41
7016,2,1,1,45
7017,1,2,2,31
7018,1,2,2,38
7019,2,2,2,28
7020,2,2,2,24
7021,1,3,1,51
7022,2,2,2,43
7023,1,2,1,44
7024,2,2,1,42
7025,2,2,2,25
7026,1,2,3,40
7027,2,1,1,35
7028,2,1,2,27
7029,1,1,1,49
7030,2,1,2,40
7031,2,2,1,43
7032,2,1,1,40
7033,2,2,1,31
7034,2,2,1,24
7035,2,2,1,30
7036,2,1,1,37
7037,1,1,2,35
7038,1,1,1,52
7039,1,2,1,61
7040,2,2,1,25
7041,2,1,1,39
7042,1,2,1,51
7043,2,1,2,26
7044,1,1,2,24
7045,2,2,1,42
7046,2,1,2,26
7047,2,2,1,53
7048,1,2,1,32
7049,2,1,2,44
7050,2,2,1,34
7051,2,3,1,55
7052,1,2,2,51
7053,2,2,2,29
7054,2,3,1,46
7055,2,1,2,24
7056,1,3,2,31
7057,1,1,2,29
7058,1,2,2,28
7059,2,2,1,34
7060,2,2,3,30
7061,2,2,1,37
7062,2,2,2,29
7063,2,2,2,30
7064,1,3,2,37
7065,2,2,2,23
7066,2,1,2,25
7067,2,1,2,32
7068,2,1,2,30
7069,1,2,1,37
7070,1,2,2,38
7071,1,1,1,40
7072,1,1,2,32
7073,2,2,1,41
7074,2,2,2,31
7075,2,2,2,45
7076,2,3,3,43
7077,2,2,1,42
7078,1,1,1,40
7079,2,2,1,43
7080,2,3,1,42
7081,2,2,2,35
7082,2,2,1,36
7083,1,1,2,31
7084,2,2,1,29
7085,2,1,1,40
7086,2,1,1,36
7087,1,3,1,38
7088,2,1,2,27
7089,2,2,1,55
7090,2,1,2,28
7091,2,2,2,29
7092,2,2,2,23
7093,2,2,2,41
7094,2,1,2,32
7095,2,2,1,27
7096,2,2,2,23
7097,2,1,2,34
7098,1,1,1,38
7099,2,2,1,47
7100,1,2,2,41
7101,2,2,2,24
7102,2,1,2,33
7103,1,3,2,35
7104,2,5,1,44
7105,2,1,2,37
7106,1,3,2,47
7107,1,1,1,43
7108,2,1,2,28
7109,2,1,2,36
7110,2,2,2,28
7111,1,2,2,27
7112,1,1,2,40
7113,2,1,1,30
7114,2,2,1,31
7115,1,1,1,35
7116,2,2,2,48
7117,1,1,2,29
7118,2,2,1,35
7119,2,1,2,30
7120,2,2,1,35
7121,2,1,2,26
7122,2,2,1,47
7123,1,1,1,45
7124,2,1,2,42
7125,2,2,2,24
7126,2,2,2,39
7127,1,2,1,31
7128,1,2,2,40
7129,2,2,1,33
7130,2,2,2,39
7131,1,2,1,44
7132,2,2,2,34
7133,1,1,1,35
7134,2,3,2,22
7135,2,1,2,25
7136,1,1,2,27
7137,2,3,1,29
7138,1,1,1,38
7139,1,2,2,22
7140,2,3,1,48
7141,2,2,2,24
7142,2,2,2,21
7143,1,3,1,51
7144,1,2,1,39
7145,2,2,2,30
7146,1,2,2,35
7147,1,2,1,37
7148,2,2,1,42
7149,2,1,1,39
7150,1,1,2,27
7151,2,3,1,54
7152,2,1,2,24
7153,2,1,1,34
7154,2,2,1,37
7155,2,3,1,27
7156,2,2,2,24
7157,1,2,2,30
7158,2,2,2,27
7159,2,2,2,30
7160,2,1,2,35
7161,1,1,2,24
7162,2,2,2,37
7163,2,2,1,26
7164,1,2,1,43
7165,2,1,2,32
7166,2,3,1,68
7167,1,2,2,36
7168,1,1,1,37
7169,1,2,2,29
7170,1,2,1,51
7171,2,1,2,23
7172,2,3,1,39
7173,2,3,1,28
7174,1,1,1,47
7175,1,2,1,36
7176,2,3,1,55
7177,1,3,1,29
7178,1,2,1,61
7179,2,3,1,33
7180,1,2,1,62
7181,2,1,1,42
7182,1,1,2,34
7183,2,2,1,30
7184,2,2,2,21
7185,2,2,1,25
7186,1,2,1,47
7187,2,1,1,35
7188,1,2,2,25
7189,1,2,1,33
7190,2,1,2,33
7191,2,2,2,33
7192,1,2,1,42
7193,2,2,1,49
7194,2,2,2,26
7195,1,1,1,57
7196,2,2,2,24
7197,2,2,1,35
7198,2,3,1,39
7199,1,1,1,53
7200,2,2,1,33
7201,1,1,1,39
7202,1,1,2,33
7203,1,1,2,26
7204,1,2,1,50
7205,2,1,2,28
7206,2,2,2,25
7207,2,1,1,41
7208,2,2,1,44
7209,1,1,2,30
7210,2,5,2,23
7211,2,1,2,29
7212,1,3,1,53
7213,1,2,1,43
7214,1,1,2,32
7215,1,1,1,52
7216,2,2,1,56
7217,2,3,1,46
7218,2,3,1,47
7219,2,1,2,32
7220,2,2,1,26
7221,1,1,2,28
7222,2,3,1,65
7223,2,1,1,34
7224,2,1,2,44
7225,2,2,1,37
7226,1,1,2,33
7227,1,1,1,45
7228,1,1,1,34
7229,2,1,2,28
7230,2,1,2,24
7231,2,2,1,37
7232,1,2,1,45
7233,2,2,2,36
7234,1,1,2,38
7235,1,2,2,24
7236,2,2,2,53
7237,1,1,2,27
7238,2,2,1,28
7239,1,1,1,34
7240,2,3,1,41
7241,2,1,1,36
7242,2,1,2,24
7243,2,2,1,47
7244,1,3,2,33
7245,2,2,1,52
7246,1,2,2,24
7247,2,1,2,25
7248,1,2,2,24
7249,2,2,1,28
7250,2,1,2,28
7251,2,2,2,23
7252,1,2,2,39
7253,2,2,2,28
7254,1,3,2,26
7255,1,3,3,43
7256,2,1,1,54
7257,1,2,2,27
7258,2,2,2,24
7259,2,2,1,35
7260,1,2,2,28
7261,2,3,1,31
7262,1,1,2,25
7263,2,1,2,32
7264,2,1,2,33
7265,1,2,2,23
7266,2,3,2,42
7267,1,2,1,42
7268,2,2,2,27
7269,1,2,2,36
7270,2,1,1,42
7271,2,1,2,38
7272,2,2,2,39
7273,2,1,2,31
7274,2,2,1,32
7275,2,1,2,33
7276,2,2,1,35
7277,2,3,1,28
7278,2,1,1,44
7279,1,1,1,50
7280,1,1,2,32
7281,2,3,2,35
7282,1,1,2,34
7283,2,2,2,30
7284,1,3,1,54
7285,2,2,2,24
7286,2,2,1,38
7287,1,1,2,26
7288,2,3,1,34
7289,2,2,2,39
7290,1,2,2,33
7291,2,2,2,33
7292,1,1,1,41
7293,2,3,1,41
7294,2,2,1,27
7295,2,2,1,45
7296,1,2,1,37
7297,2,1,2,35
7298,1,1,1,40
7299,2,1,1,57
7300,2,3,1,49
7301,2,1,2,26
7302,1,1,2,32
7303,2,1,1,34
7304,2,2,2,43
7305,2,2,1,37
7306,1,2,3,51
7307,2,2,1,30
7308,2,3,2,33
7309,2,1,2,30
7310,1,2,2,46
7311,2,2,2,23
7312,2,2,3,30
7313,1,1,2,35
7314,2,2,2,22
7315,2,1,1,28
7316,1,2,2,44
7317,1,2,1,50
7318,1,1,2,54
7319,2,1,2,28
7320,1,1,1,43
7321,2,2,2,42
7322,1,1,2,28
7323,1,2,1,30
7324,1,1,1,43
7325,2,2,1,40
7326,2,2,2,31
7327,2,2,1,30
7328,2,1,2,27
7329,2,1,1,40
7330,2,1,2,24
7331,2,1,1,27
7332,2,1,2,27
7333,2,3,2,29
7334,1,3,2,31
7335,2,3,1,54
7336,1,1,2,31
7337,1,2,2,25
7338,2,1,1,36
7339,1,2,1,39
7340,1,3,1,35
7341,2,1,2,28
7342,2,2,1,34
7343,2,1,3,51
7344,2,3,1,42
7345,2,3,2,50
7346,1,2,1,34
7347,2,1,1,40
7348,2,2,2,23
7349,1,2,1,48
7350,1,2,2,41
7351,2,3,1,49
7352,2,2,2,30
7353,2,1,2,23
7354,1,1,2,27
7355,1,2,2,23
7356,2,3,1,26
7357,2,1,1,66
7358,1,2,2,36
7359,2,2,2,27
7360,1,3,1,49
7361,2,2,1,54
7362,2,1,2,30
7363,1,1,2,30
7364,2,2,1,28
7365,2,1,2,29
7366,2,2,1,30
7367,2,2,1,31
7368,2,2,1,37
7369,2,2,2,27
7370,1,2,1,37
7371,2,1,2,39
7372,2,2,2,36
7373,2,2,1,34
7374,1,2,1,37
7375,1,2,2,38
7376,2,2,1,27
7377,2,2,2,31
7378,1,1,2,24
7379,2,1,2,30
7380,2,2,2,51
7381,2,2,1,29
7382,2,2,1,37
7383,2,1,1,47
7384,1,2,1,54
7385,1,2,1,23
7386,2,3,1,49
7387,2,2,1,33
7388,2,3,2,55
7389,1,3,2,41
7390,1,1,2,38
7391,2,1,2,44
7392,2,3,2,25
7393,2,1,1,35
7394,2,2,1,41
7395,2,3,1,31
7396,1,1,2,28
7397,2,2,1,37
7398,1,2,1,43
7399,2,1,2,32
7400,2,1,2,26
7401,2,2,2,29
7402,1,3,2,23
7403,2,2,2,24
7404,1,2,1,43
7405,2,1,1,34
7406,2,4,1,39
7407,1,2,1,36
7408,2,2,2,34
7409,2,3,1,41
7410,1,2,1,48
7411,1,2,1,52
7412,2,5,1,32
7413,1,1,2,26
7414,2,1,1,36
7415,2,2,2,23
7416,1,2,1,42
7417,1,2,2,34
7418,2,1,2,29
7419,1,2,1,59
7420,1,1,2,29
7421,2,2,2,31
7422,2,2,1,45
7423,2,1,2,25
7424,1,2,1,51
7425,2,1,1,34
7426,2,1,1,38
7427,2,2,2,45
7428,1,1,2,32
7429,2,1,2,32
7430,1,3,2,50
7431,2,2,1,30
7432,2,1,3,33
7433,1,2,2,28
7434,2,1,2,25
7435,2,1,2,32
7436,1,1,2,37
7437,2,1,2,24
7438,2,2,1,31
7439,2,2,1,43
7440,2,2,2,22
7441,2,2,2,38
7442,1,2,1,40
7443,2,1,1,49
7444,1,3,2,26
7445,2,3,2,25
7446,2,3,2,51
7447,1,3,1,40
7448,2,2,1,31
7449,1,1,2,41
7450,2,3,2,26
7451,2,3,2,32
7452,2,2,2,26
7453,2,1,2,32
7454,2,1,1,43
7455,2,1,2,29
7456,1,1,1,43
7457,1,2,2,44
7458,2,2,1,34
7459,2,2,1,37
7460,2,2,2,30
7461,1,2,1,41
7462,1,1,2,52
7463,2,2,1,38
7464,1,3,2,34
7465,2,2,2,25
7466,1,2,2,36
7467,2,2,2,52
7468,1,1,1,40
7469,1,1,2,39
7470,2,2,1,35
7471,2,2,2,28
7472,2,3,1,63
7473,2,2,1,33
7474,1,1,1,38
7475,1,2,2,30
7476,2,1,1,36
7477,2,2,1,42
7478,1,2,2,31
7479,2,3,1,44
7480,1,2,2,39
7481,1,2,2,28
7482,2,1,2,23
7483,2,3,2,26
7484,2,2,1,42
7485,1,2,2,28
7486,2,2,1,27
7487,2,1,1,36
7488,2,1,2,30
7489,1,2,2,27
7490,2,3,1,40
7491,1,2,1,36
7492,1,2,1,33
7493,2,3,1,42
7494,2,5,1,32
7495,1,1,2,32
7496,2,3,2,53
7497,2,1,1,34
7498,2,1,2,33
7499,2,2,1,30
7500,2,2,1,30
7501,2,1,2,30
7502,2,1,2,32
7503,2,2,1,29
7504,2,2,2,23
7505,1,2,1,60
7506,2,2,1,37
7507,2,1,1,35
7508,1,2,1,36
7509,2,3,2,51
7510,2,3,1,30
7511,2,3,2,31
7512,2,1,2,48
7513,2,2,2,23
7514,2,1,2,29
7515,2,2,2,28
7516,2,2,2,38
7517,2,1,2,52
7518,2,1,2,36
7519,1,2,2,37
7520,2,2,1,33
7521,2,2,1,24
7522,2,2,1,45
7523,1,2,1,45
7524,1,1,2,36
7525,2,2,1,32
7526,2,3,1,53
7527,1,1,2,31
7528,1,2,2,49
7529,2,1,2,26
7530,2,3,2,27
7531,1,1,2,28
7532,1,1,2,36
7533,1,1,2,27
7534,2,1,2,41
7535,1,2,1,54
7536,1,2,2,47
7537,1,2,1,32
7538,2,2,2,38
7539,1,1,2,27
7540,2,2,1,42
7541,2,2,2,33
7542,1,2,2,22
7543,2,1,2,28
7544,2,3,2,27
7545,2,1,2,22
7546,2,3,2,34
7547,1,1,2,35
7548,2,2,1,37
7549,2,2,2,23
7550,2,1,1,51
7551,1,2,2,49
7552,1,3,1,44
7553,2,1,2,26
7554,2,2,1,38
7555,1,2,2,31
7556,1,1,1,58
7557,1,2,2,30
7558,1,2,2,46
7559,2,2,2,44
7560,2,2,1,40
7561,2,1,2,28
7562,2,3,2,29
7563,2,2,2,27
7564,1,2,1,48
7565,1,1,2,41
7566,1,1,2,33
7567,2,2,1,37
7568,2,2,1,48
7569,1,2,2,30
7570,2,2,2,22
7571,1,3,1,42
7572,2,3,1,25
7573,1,2,1,37
7574,1,1,2,26
7575,2,2,1,31
7576,2,2,2,39
7577,1,2,2,30
7578,1,2,2,27
7579,1,2,1,38
7580,2,1,2,36
7581,1,1,1,38
7582,2,2,2,38
7583,2,1,1,32
7584,2,2,1,39
7585,2,2,2,28
7586,1,1,2,25
7587,2,1,2,34
7588,2,1,1,42
7589,1,1,2,24
7590,2,1,2,27
7591,2,2,2,23
7592,2,2,1,36
7593,2,2,2,22
7594,1,2,2,68
7595,2,2,2,39
7596,1,2,2,30
7597,2,2,1,35
7598,2,1,2,22
7599,1,2,2,26
7600,2,2,1,56
7601,2,2,3,46
7602,2,1,2,26
7603,2,3,1,47
7604,2,1,2,30
7605,2,2,1,46
7606,2,2,1,39
7607,2,2,2,25
7608,2,1,2,27
7609,2,2,2,33
7610,2,2,1,35
7611,2,2,2,24
7612,1,3,1,60
7613,2,2,2,36
7614,1,2,2,37
7615,2,2,2,49
7616,2,3,2,23
7617,1,3,1,51
7618,2,2,2,24
7619,1,2,1,47
7620,1,3,2,23
7621,1,2,1,39
7622,1,3,1,33
